sample_id,task,layer,position,clean_mean_logprob,corrupt_mean_logprob,patched_mean_logprob,recovery_mean
0,mmlu,0,0,-2.6208999156951904,-1.5194958448410034,-2.153110980987549,0.5752794625209109
0,mmlu,0,1,-2.6208999156951904,-1.5194958448410034,-1.3870354890823364,-0.1202649967133208
0,mmlu,0,2,-2.6208999156951904,-1.5194958448410034,-1.5378018617630005,0.016620618692653043
0,mmlu,0,3,-2.6208999156951904,-1.5194958448410034,-1.4200472831726074,-0.09029253223496314
0,mmlu,0,4,-2.6208999156951904,-1.5194958448410034,-1.4681105613708496,-0.04665434357514741
0,mmlu,0,5,-2.6208999156951904,-1.5194958448410034,-1.546345829963684,0.02437796089280561
0,mmlu,8,0,-2.6208999156951904,-1.5194958448410034,-1.5331884622573853,0.012431965618287816
0,mmlu,8,1,-2.6208999156951904,-1.5194958448410034,-1.7821983098983765,0.23851597646520004
0,mmlu,8,2,-2.6208999156951904,-1.5194958448410034,-1.6254773139953613,0.0962239680432671
0,mmlu,8,3,-2.6208999156951904,-1.5194958448410034,-1.5236684083938599,0.0037884040028147705
0,mmlu,8,4,-2.6208999156951904,-1.5194958448410034,-1.5199052095413208,0.0003716753141439324
0,mmlu,8,5,-2.6208999156951904,-1.5194958448410034,-1.561687707901001,0.0383073429266966
0,mmlu,16,0,-2.6208999156951904,-1.5194958448410034,-1.5288716554641724,0.008512598560693151
0,mmlu,16,1,-2.6208999156951904,-1.5194958448410034,-1.720969557762146,0.18292443262365574
0,mmlu,16,2,-2.6208999156951904,-1.5194958448410034,-1.6177822351455688,0.08923735965558365
0,mmlu,16,3,-2.6208999156951904,-1.5194958448410034,-1.530526876449585,0.010015426672774835
0,mmlu,16,4,-2.6208999156951904,-1.5194958448410034,-1.5298982858657837,0.009444709162151376
0,mmlu,16,5,-2.6208999156951904,-1.5194958448410034,-1.5595481395721436,0.036364760358771356
0,mmlu,23,0,-2.6208999156951904,-1.5194958448410034,-1.5278236865997314,0.007561114085841867
0,mmlu,23,1,-2.6208999156951904,-1.5194958448410034,-1.7517728805541992,0.2108917553227966
0,mmlu,23,2,-2.6208999156951904,-1.5194958448410034,-1.5492284297943115,0.02699516554374167
0,mmlu,23,3,-2.6208999156951904,-1.5194958448410034,-1.5081679821014404,-0.010284929157404536
0,mmlu,23,4,-2.6208999156951904,-1.5194958448410034,-1.5436956882476807,0.021971812404531364
0,mmlu,23,5,-2.6208999156951904,-1.5194958448410034,-1.5248723030090332,0.004881458457543825
0,mmlu,31,0,-2.6208999156951904,-1.5194958448410034,-1.5194958448410034,-0.0
0,mmlu,31,1,-2.6208999156951904,-1.5194958448410034,-1.5194958448410034,-0.0
0,mmlu,31,2,-2.6208999156951904,-1.5194958448410034,-1.5194958448410034,-0.0
0,mmlu,31,3,-2.6208999156951904,-1.5194958448410034,-1.5194958448410034,-0.0
0,mmlu,31,4,-2.6208999156951904,-1.5194958448410034,-1.5194958448410034,-0.0
0,mmlu,31,5,-2.6208999156951904,-1.5194958448410034,-1.5194958448410034,-0.0
1,mmlu,0,0,-2.592331647872925,-1.6402989625930786,-2.1199893951416016,0.5038592109325658
1,mmlu,0,1,-2.592331647872925,-1.6402989625930786,-1.4928115606307983,-0.1549184243271135
1,mmlu,0,2,-2.592331647872925,-1.6402989625930786,-1.5989652872085571,-0.04341623607863209
1,mmlu,0,3,-2.592331647872925,-1.6402989625930786,-1.4692339897155762,-0.17968393030965937
1,mmlu,0,4,-2.592331647872925,-1.6402989625930786,-1.60423743724823,-0.037878453419940124
1,mmlu,0,5,-2.592331647872925,-1.6402989625930786,-1.6242042779922485,-0.01690560105628634
1,mmlu,8,0,-2.592331647872925,-1.6402989625930786,-1.647326111793518,0.00738120590070488
1,mmlu,8,1,-2.592331647872925,-1.6402989625930786,-1.8963721990585327,0.2689752601087798
1,mmlu,8,2,-2.592331647872925,-1.6402989625930786,-1.742607593536377,0.10746336086965201
1,mmlu,8,3,-2.592331647872925,-1.6402989625930786,-1.6542021036148071,0.014603638491338276
1,mmlu,8,4,-2.592331647872925,-1.6402989625930786,-1.6305509805679321,-0.010239125481991577
1,mmlu,8,5,-2.592331647872925,-1.6402989625930786,-1.6690212488174438,0.0301694332244662
1,mmlu,16,0,-2.592331647872925,-1.6402989625930786,-1.6464745998382568,0.0064867912683384725
