layer,head,delta_prefix_mass_head,clean_prefix_mass_head,corrupt_prefix_mass_head
0,0.0,-0.00112152099609375,0.048123677571614586,0.049245198567708336
0,1.0,0.0009587605794270834,0.027781168619791668,0.026822408040364582
0,2.0,0.000476837158203125,0.024407704671223957,0.023930867513020832
0,3.0,0.0011494954427083333,0.038617451985677086,0.03746795654296875
0,4.0,0.0009816487630208333,0.045026143391927086,0.04404449462890625
0,5.0,-0.00022125244140625,0.04531097412109375,0.0455322265625
0,6.0,-0.0016428629557291667,0.03547032674153646,0.037113189697265625
0,7.0,-0.0005504290262858073,0.005901177724202474,0.006451606750488281
0,8.0,-0.0004755655924479167,0.031880696614583336,0.03235626220703125
0,9.0,0.001007080078125,0.048792521158854164,0.047785441080729164
0,10.0,-0.003203709920247396,0.024885177612304688,0.028088887532552082
0,11.0,0.0011316935221354167,0.041844685872395836,0.040712992350260414
0,12.0,0.0003751118977864583,0.03275934855143229,0.032384236653645836
0,13.0,7.62939453125e-05,0.050465901692708336,0.050389607747395836
0,14.0,0.000701904296875,0.04535802205403646,0.04465611775716146
0,15.0,-0.0011049906412760417,0.048145294189453125,0.049250284830729164
0,16.0,-0.0016689300537109375,0.03270530700683594,0.034374237060546875
0,17.0,-0.0010388692220052083,0.041316986083984375,0.042355855305989586
0,18.0,0.0014012654622395833,0.044818878173828125,0.04341761271158854
0,19.0,-0.0010884602864583333,0.03166071573893229,0.032749176025390625
0,20.0,0.003555933634440104,0.026046117146809895,0.022490183512369793
0,21.0,0.00157928466796875,0.043764750162760414,0.042185465494791664
0,22.0,-0.0004725456237792969,0.004626115163167317,0.005098660786946614
0,23.0,0.03829193115234375,0.08123779296875,0.04294586181640625
0,24.0,0.000518798828125,0.017225265502929688,0.016706466674804688
0,25.0,0.00016148885091145834,0.044169108072916664,0.04400761922200521
0,26.0,0.0035769144694010415,0.041812896728515625,0.038235982259114586
0,27.0,0.0037132898966471353,0.015839258829752605,0.012125968933105469
0,28.0,-1.5477339426676433e-05,0.0007063746452331543,0.0007218519846598307
0,29.0,0.0024121602376302085,0.04255549112955729,0.040143330891927086
0,30.0,-0.0006450017293294271,0.014347394307454428,0.014992396036783854
0,31.0,-0.0004329681396484375,0.017599105834960938,0.018032073974609375
1,0.0,0.00041961669921875,0.0316918690999349,0.03127225240071615
1,1.0,0.0011320114135742188,0.009878953297932943,0.008746941884358725
1,2.0,0.17822265625,0.3282267252604167,0.15000406901041666
1,3.0,-0.0012658437093098958,0.04696210225423177,0.048227945963541664
1,4.0,0.00348663330078125,0.043872833251953125,0.040386199951171875
