layer,head,delta_prefix_mass_head,clean_prefix_mass_head,corrupt_prefix_mass_head
0,0.0,-0.001125335693359375,0.05852508544921875,0.059650421142578125
0,1.0,0.00081634521484375,0.04051017761230469,0.03969383239746094
0,2.0,0.0009698867797851562,0.029994964599609375,0.02902507781982422
0,3.0,0.000102996826171875,0.05028343200683594,0.05018043518066406
0,4.0,0.0038471221923828125,0.04680633544921875,0.04295921325683594
0,5.0,-0.0008220672607421875,0.05378150939941406,0.05460357666015625
0,6.0,-0.0059051513671875,0.052001953125,0.0579071044921875
0,7.0,-0.0012617111206054688,0.007927417755126953,0.009189128875732422
0,8.0,-0.000232696533203125,0.041454315185546875,0.04168701171875
0,9.0,0.00135040283203125,0.055908203125,0.05455780029296875
0,10.0,-0.004703521728515625,0.030013084411621094,0.03471660614013672
0,11.0,0.0022373199462890625,0.0505828857421875,0.04834556579589844
0,12.0,-0.0021877288818359375,0.04220008850097656,0.0443878173828125
0,13.0,0.000766754150390625,0.06103515625,0.060268402099609375
0,14.0,0.00144195556640625,0.065277099609375,0.06383514404296875
0,15.0,-0.000843048095703125,0.057224273681640625,0.05806732177734375
0,16.0,-0.0067234039306640625,0.034096717834472656,0.04082012176513672
0,17.0,-0.0021381378173828125,0.056476593017578125,0.05861473083496094
0,18.0,0.0016574859619140625,0.05157470703125,0.04991722106933594
0,19.0,-0.0019321441650390625,0.0377044677734375,0.03963661193847656
0,20.0,0.006366729736328125,0.04159355163574219,0.03522682189941406
0,21.0,0.00312042236328125,0.06217384338378906,0.05905342102050781
0,22.0,-0.0004780292510986328,0.004697322845458984,0.005175352096557617
0,23.0,0.0529022216796875,0.0972747802734375,0.04437255859375
0,24.0,-0.0016870498657226562,0.020524024963378906,0.022211074829101562
0,25.0,0.0005950927734375,0.058124542236328125,0.057529449462890625
0,26.0,0.0051898956298828125,0.05090522766113281,0.04571533203125
0,27.0,0.0038356781005859375,0.01924753189086914,0.015411853790283203
0,28.0,-8.034706115722656e-05,0.0012892186641693115,0.001369565725326538
0,29.0,0.0006160736083984375,0.05747795104980469,0.05686187744140625
0,30.0,-0.00313568115234375,0.019195556640625,0.02233123779296875
0,31.0,-0.0018625259399414062,0.019838333129882812,0.02170085906982422
1,0.0,-0.0010204315185546875,0.04097938537597656,0.04199981689453125
1,1.0,0.0018858909606933594,0.014978408813476562,0.013092517852783203
1,2.0,0.2193145751953125,0.421539306640625,0.2022247314453125
1,3.0,-0.001674652099609375,0.036388397216796875,0.03806304931640625
1,4.0,-0.000213623046875,0.06279754638671875,0.06301116943359375
1,5.0,0.00571441650390625,0.06276702880859375,0.0570526123046875
1,6.0,0.0050029754638671875,0.04688453674316406,0.041881561279296875
1,7.0,-0.004604339599609375,0.04834556579589844,0.05294990539550781
1,8.0,-0.0002174973487854004,0.0006033182144165039,0.0008208155632019043
1,9.0,0.0014672279357910156,0.0242156982421875,0.022748470306396484
1,10.0,0.0038242340087890625,0.05077362060546875,0.04694938659667969
1,11.0,0.01471710205078125,0.0973358154296875,0.08261871337890625
1,12.0,0.034420013427734375,0.09665679931640625,0.062236785888671875
1,13.0,5.14984130859375e-05,0.05369377136230469,0.05364227294921875
1,14.0,0.014980316162109375,0.122589111328125,0.10760879516601562
1,15.0,0.0054531097412109375,0.056915283203125,0.05146217346191406
1,16.0,-0.002758026123046875,0.02912139892578125,0.031879425048828125
1,17.0,-0.0005435943603515625,0.0521087646484375,0.05265235900878906
1,18.0,0.0024738311767578125,0.05653953552246094,0.054065704345703125
1,19.0,-0.0003018975257873535,0.0019066929817199707,0.0022085905075073242
1,20.0,0.0004356801509857178,0.004390090703964233,0.003954410552978516
1,21.0,-0.0007276535034179688,0.008339881896972656,0.009067535400390625
1,22.0,0.008113861083984375,0.07860565185546875,0.07049179077148438
1,23.0,0.012201309204101562,0.053661346435546875,0.04146003723144531
1,24.0,0.006076812744140625,0.09597015380859375,0.08989334106445312
1,25.0,0.0047473907470703125,0.059173583984375,0.05442619323730469
1,26.0,-9.584426879882812e-05,0.0009202361106872559,0.001016080379486084
1,27.0,-0.002393484115600586,0.015409469604492188,0.017802953720092773
1,28.0,0.011798858642578125,0.07080078125,0.059001922607421875
1,29.0,-0.0005071163177490234,0.004505157470703125,0.0050122737884521484
1,30.0,0.004638671875,0.06309127807617188,0.058452606201171875
1,31.0,0.01276397705078125,0.06768989562988281,0.05492591857910156
2,0.0,-0.0153656005859375,0.031868934631347656,0.047234535217285156
2,1.0,-0.012679100036621094,0.019603729248046875,0.03228282928466797
2,2.0,-0.009038925170898438,0.05423164367675781,0.06327056884765625
2,3.0,0.03441619873046875,0.13596343994140625,0.1015472412109375
2,4.0,0.023223876953125,0.144378662109375,0.12115478515625
2,5.0,-0.0016231536865234375,0.04326057434082031,0.04488372802734375
2,6.0,-0.01781177520751953,0.012366294860839844,0.030178070068359375
2,7.0,-0.042095184326171875,0.026029586791992188,0.06812477111816406
2,8.0,0.010352134704589844,0.050632476806640625,0.04028034210205078
2,9.0,-0.016839981079101562,0.059719085693359375,0.07655906677246094
2,10.0,-0.007617950439453125,0.051662445068359375,0.0592803955078125
2,11.0,0.0030975341796875,0.02467823028564453,0.02158069610595703
2,12.0,-0.011211395263671875,0.05281639099121094,0.06402778625488281
2,13.0,-0.0061511993408203125,0.02404022216796875,0.030191421508789062
2,14.0,-0.006546497344970703,0.00649571418762207,0.013042211532592773
2,15.0,-0.016969680786132812,0.024084091186523438,0.04105377197265625
2,16.0,0.081756591796875,0.288238525390625,0.20648193359375
2,17.0,-0.017694473266601562,0.020786285400390625,0.03848075866699219
2,18.0,-0.0013293623924255371,0.0028664469718933105,0.004195809364318848
2,19.0,-0.0006561279296875,0.06878280639648438,0.06943893432617188
2,20.0,-0.009302616119384766,0.015330314636230469,0.024632930755615234
2,21.0,-0.0029115676879882812,0.01735210418701172,0.020263671875
2,22.0,0.08221054077148438,0.2022705078125,0.12005996704101562
2,23.0,0.0061798095703125,0.1499481201171875,0.143768310546875
2,24.0,-0.000934600830078125,0.07378768920898438,0.0747222900390625
2,25.0,0.02584075927734375,0.1139678955078125,0.08812713623046875
2,26.0,-0.013278961181640625,0.028801918029785156,0.04208087921142578
2,27.0,-0.0115814208984375,0.07486343383789062,0.08644485473632812
2,28.0,-0.0060648322105407715,0.0038420557975769043,0.009906888008117676
2,29.0,-0.0325927734375,0.026058197021484375,0.058650970458984375
2,30.0,-0.021869659423828125,0.04083061218261719,0.06270027160644531
2,31.0,-0.003168344497680664,0.00394129753112793,0.007109642028808594
3,0.0,-0.070892333984375,0.4835052490234375,0.5543975830078125
3,1.0,-0.063873291015625,0.458892822265625,0.52276611328125
3,2.0,-0.0480194091796875,0.32110595703125,0.3691253662109375
3,3.0,-0.0698394775390625,0.4826812744140625,0.552520751953125
3,4.0,-0.05859375,0.3842315673828125,0.4428253173828125
3,5.0,-0.0603790283203125,0.427947998046875,0.4883270263671875
3,6.0,-0.0655364990234375,0.4734344482421875,0.538970947265625
3,7.0,-0.03639984130859375,0.2536163330078125,0.29001617431640625
3,8.0,-0.058319091796875,0.4043731689453125,0.4626922607421875
3,9.0,-0.0636749267578125,0.4536895751953125,0.517364501953125
3,10.0,-0.074310302734375,0.340545654296875,0.41485595703125
3,11.0,-0.0639801025390625,0.4625396728515625,0.526519775390625
3,12.0,-0.053558349609375,0.3927154541015625,0.4462738037109375
3,13.0,-0.037322998046875,0.3386993408203125,0.3760223388671875
3,14.0,-0.074066162109375,0.4572296142578125,0.5312957763671875
3,15.0,-0.0484771728515625,0.3820953369140625,0.430572509765625
3,16.0,-0.01970672607421875,0.201080322265625,0.22078704833984375
3,17.0,-0.06134033203125,0.4776458740234375,0.5389862060546875
3,18.0,-0.0455169677734375,0.49053955078125,0.5360565185546875
3,19.0,-0.0673828125,0.450225830078125,0.517608642578125
3,20.0,-0.070281982421875,0.48126220703125,0.551544189453125
3,21.0,-0.0389556884765625,0.448760986328125,0.4877166748046875
3,22.0,-0.0727691650390625,0.475067138671875,0.5478363037109375
3,23.0,-0.064239501953125,0.4538421630859375,0.5180816650390625
3,24.0,-0.0713348388671875,0.4750213623046875,0.546356201171875
3,25.0,-0.06427001953125,0.4676666259765625,0.5319366455078125
3,26.0,-0.0601348876953125,0.427001953125,0.4871368408203125
3,27.0,-0.0687255859375,0.467071533203125,0.535797119140625
3,28.0,-0.0640716552734375,0.415069580078125,0.4791412353515625
3,29.0,-0.04974365234375,0.392791748046875,0.442535400390625
3,30.0,-0.042236328125,0.322296142578125,0.364532470703125
3,31.0,-0.04144287109375,0.344268798828125,0.385711669921875
4,0.0,-0.0602874755859375,0.5268402099609375,0.587127685546875
4,1.0,-0.0179443359375,0.24660491943359375,0.26454925537109375
4,2.0,-0.049957275390625,0.333953857421875,0.3839111328125
4,3.0,-0.0623321533203125,0.3743438720703125,0.436676025390625
4,4.0,-0.0464630126953125,0.271575927734375,0.3180389404296875
4,5.0,-0.062896728515625,0.4425811767578125,0.5054779052734375
4,6.0,-0.06390380859375,0.4459381103515625,0.5098419189453125
4,7.0,-0.0537261962890625,0.4403533935546875,0.49407958984375
4,8.0,-0.0699310302734375,0.4782562255859375,0.548187255859375
4,9.0,-0.069671630859375,0.47991943359375,0.549591064453125
4,10.0,-0.068939208984375,0.47161865234375,0.540557861328125
4,11.0,-0.0348663330078125,0.28879547119140625,0.32366180419921875
4,12.0,-0.0643310546875,0.434600830078125,0.498931884765625
4,13.0,-0.0592193603515625,0.4615478515625,0.5207672119140625
4,14.0,-0.0568084716796875,0.4780426025390625,0.53485107421875
4,15.0,-0.0586700439453125,0.4459686279296875,0.504638671875
4,16.0,-0.0469207763671875,0.3565673828125,0.4034881591796875
4,17.0,-0.0550384521484375,0.4255523681640625,0.4805908203125
4,18.0,-0.0709381103515625,0.4696807861328125,0.540618896484375
4,19.0,-0.0663604736328125,0.400238037109375,0.4665985107421875
4,20.0,-0.0635223388671875,0.4135284423828125,0.47705078125
4,21.0,-0.0687255859375,0.4754486083984375,0.5441741943359375
4,22.0,-0.0694427490234375,0.4900665283203125,0.55950927734375
4,23.0,-0.064208984375,0.4634246826171875,0.5276336669921875
4,24.0,-0.0661773681640625,0.4878997802734375,0.5540771484375
4,25.0,-0.0504302978515625,0.416046142578125,0.4664764404296875
4,26.0,-0.0478973388671875,0.3831787109375,0.4310760498046875
4,27.0,-0.0543670654296875,0.3414459228515625,0.39581298828125
4,28.0,-0.06982421875,0.482421875,0.55224609375
4,29.0,-0.046478271484375,0.3549957275390625,0.4014739990234375
4,30.0,-0.0440826416015625,0.380523681640625,0.4246063232421875
4,31.0,-0.0557861328125,0.46014404296875,0.51593017578125
5,0.0,-0.01556396484375,0.3304595947265625,0.3460235595703125
5,1.0,-0.03924560546875,0.571044921875,0.61029052734375
5,2.0,-0.025848388671875,0.2786712646484375,0.3045196533203125
5,3.0,-0.04364013671875,0.580963134765625,0.624603271484375
5,4.0,-0.04815673828125,0.465087890625,0.51324462890625
5,5.0,-0.0354461669921875,0.403472900390625,0.4389190673828125
5,6.0,-0.045135498046875,0.576080322265625,0.6212158203125
5,7.0,-0.04962158203125,0.597564697265625,0.647186279296875
5,8.0,-0.048309326171875,0.600311279296875,0.64862060546875
5,9.0,-0.044891357421875,0.58428955078125,0.629180908203125
5,10.0,-0.031097412109375,0.498260498046875,0.52935791015625
5,11.0,-0.04193115234375,0.56640625,0.60833740234375
5,12.0,-0.048065185546875,0.583221435546875,0.63128662109375
5,13.0,-0.03814697265625,0.6478271484375,0.68597412109375
5,14.0,-0.04791259765625,0.586090087890625,0.634002685546875
5,15.0,-0.040313720703125,0.65948486328125,0.699798583984375
5,16.0,-0.041839599609375,0.458709716796875,0.50054931640625
5,17.0,-0.0205841064453125,0.3973388671875,0.4179229736328125
5,18.0,-0.005706787109375,0.552764892578125,0.5584716796875
5,19.0,-0.047088623046875,0.62567138671875,0.672760009765625
5,20.0,-0.02471923828125,0.4121856689453125,0.4369049072265625
5,21.0,-0.04339599609375,0.51568603515625,0.55908203125
5,22.0,-0.0285186767578125,0.3902587890625,0.4187774658203125
5,23.0,-0.044036865234375,0.4732666015625,0.517303466796875
5,24.0,-0.03533935546875,0.610870361328125,0.646209716796875
5,25.0,-0.0366668701171875,0.4014739990234375,0.438140869140625
5,26.0,-0.0321197509765625,0.4333343505859375,0.4654541015625
5,27.0,-0.042022705078125,0.63665771484375,0.678680419921875
5,28.0,-0.01422119140625,0.6666259765625,0.68084716796875
5,29.0,-0.04595947265625,0.591705322265625,0.637664794921875
5,30.0,-0.044586181640625,0.586761474609375,0.63134765625
5,31.0,-0.033966064453125,0.50628662109375,0.540252685546875
6,0.0,-0.024322509765625,0.4835205078125,0.507843017578125
6,1.0,-0.033294677734375,0.444427490234375,0.47772216796875
6,2.0,-0.032684326171875,0.6842041015625,0.716888427734375
6,3.0,-0.041046142578125,0.57623291015625,0.617279052734375
6,4.0,-0.0086517333984375,0.1403656005859375,0.149017333984375
6,5.0,-0.020660400390625,0.6103515625,0.631011962890625
6,6.0,-0.02777099609375,0.65069580078125,0.678466796875
6,7.0,-0.026641845703125,0.663726806640625,0.69036865234375
6,8.0,-0.0369720458984375,0.3544464111328125,0.39141845703125
6,9.0,-0.023529052734375,0.704833984375,0.728363037109375
6,10.0,-0.0377197265625,0.6182861328125,0.656005859375
6,11.0,-0.0208740234375,0.3489837646484375,0.3698577880859375
6,12.0,-0.0330810546875,0.429931640625,0.4630126953125
6,13.0,-0.01788330078125,0.71173095703125,0.7296142578125
6,14.0,-0.02703857421875,0.543853759765625,0.570892333984375
6,15.0,-0.04541015625,0.560516357421875,0.605926513671875
6,16.0,-0.02349853515625,0.6622314453125,0.68572998046875
6,17.0,-0.023834228515625,0.63238525390625,0.656219482421875
6,18.0,-0.00958251953125,0.380584716796875,0.390167236328125
6,19.0,-0.008392333984375,0.5294189453125,0.537811279296875
6,20.0,-0.0355224609375,0.52215576171875,0.55767822265625
6,21.0,-0.026031494140625,0.59771728515625,0.623748779296875
6,22.0,-0.042388916015625,0.62347412109375,0.665863037109375
6,23.0,0.000396728515625,0.61676025390625,0.616363525390625
6,24.0,-0.014251708984375,0.62896728515625,0.643218994140625
6,25.0,-0.0081787109375,0.88665771484375,0.89483642578125
6,26.0,0.004486083984375,0.62677001953125,0.622283935546875
6,27.0,-0.0218658447265625,0.197418212890625,0.2192840576171875
6,28.0,-0.024078369140625,0.301544189453125,0.32562255859375
6,29.0,-0.027313232421875,0.2842864990234375,0.3115997314453125
6,30.0,-0.021942138671875,0.582550048828125,0.6044921875
6,31.0,-0.02117919921875,0.55755615234375,0.5787353515625
7,0.0,-0.0118408203125,0.363677978515625,0.375518798828125
7,1.0,0.01226806640625,0.79779052734375,0.7855224609375
7,2.0,-0.015289306640625,0.484588623046875,0.4998779296875
7,3.0,-0.01025390625,0.71844482421875,0.72869873046875
7,4.0,0.033843994140625,0.581390380859375,0.54754638671875
7,5.0,-0.0274658203125,0.594573974609375,0.622039794921875
7,6.0,-0.01220703125,0.6751708984375,0.6873779296875
7,7.0,-0.0130615234375,0.79705810546875,0.81011962890625
7,8.0,-0.026397705078125,0.60595703125,0.632354736328125
7,9.0,-0.005828857421875,0.60504150390625,0.610870361328125
7,10.0,0.031585693359375,0.457244873046875,0.4256591796875
7,11.0,-0.01513671875,0.83544921875,0.8505859375
7,12.0,0.012420654296875,0.63079833984375,0.618377685546875
7,13.0,-0.015289306640625,0.5579833984375,0.573272705078125
7,14.0,-0.019805908203125,0.2135009765625,0.233306884765625
7,15.0,-0.0175323486328125,0.22003173828125,0.2375640869140625
7,16.0,-0.0093994140625,0.76165771484375,0.77105712890625
7,17.0,0.00225830078125,0.613983154296875,0.611724853515625
7,18.0,-0.00238037109375,0.61383056640625,0.6162109375
7,19.0,-0.0025634765625,0.65234375,0.6549072265625
7,20.0,-0.033966064453125,0.500335693359375,0.5343017578125
7,21.0,-0.01512908935546875,0.18892669677734375,0.2040557861328125
7,22.0,-0.005157470703125,0.645111083984375,0.6502685546875
7,23.0,0.014892578125,0.5162353515625,0.5013427734375
7,24.0,-0.0159912109375,0.21807861328125,0.23406982421875
7,25.0,-0.028167724609375,0.558746337890625,0.5869140625
7,26.0,-0.003204345703125,0.440643310546875,0.44384765625
7,27.0,-0.02362060546875,0.64825439453125,0.671875
7,28.0,0.0006103515625,0.639556884765625,0.638946533203125
7,29.0,-0.00262451171875,0.332061767578125,0.334686279296875
7,30.0,-0.032012939453125,0.534942626953125,0.56695556640625
7,31.0,6.103515625e-05,0.789306640625,0.78924560546875
8,0.0,-0.003173828125,0.90106201171875,0.90423583984375
8,1.0,0.00140380859375,0.434295654296875,0.432891845703125
8,2.0,0.00140380859375,0.8236083984375,0.82220458984375
8,3.0,-0.011962890625,0.736328125,0.748291015625
8,4.0,-0.00421142578125,0.913818359375,0.91802978515625
8,5.0,-0.002685546875,0.94989013671875,0.95257568359375
8,6.0,-0.003662109375,0.89239501953125,0.89605712890625
8,7.0,0.00445556640625,0.849365234375,0.84490966796875
8,8.0,-0.02105712890625,0.561767578125,0.58282470703125
8,9.0,0.00933837890625,0.8065185546875,0.79718017578125
8,10.0,0.0067138671875,0.51202392578125,0.50531005859375
8,11.0,-0.003814697265625,0.311492919921875,0.3153076171875
8,12.0,-0.017333984375,0.2901611328125,0.3074951171875
8,13.0,-0.0008544921875,0.984619140625,0.9854736328125
8,14.0,0.011474609375,0.61273193359375,0.60125732421875
8,15.0,-0.00048828125,0.909423828125,0.909912109375
8,16.0,-0.03173828125,0.70013427734375,0.73187255859375
8,17.0,-0.01153564453125,0.5208740234375,0.53240966796875
8,18.0,0.00152587890625,0.82733154296875,0.8258056640625
8,19.0,-0.03997802734375,0.685546875,0.72552490234375
8,20.0,-0.00885009765625,0.509368896484375,0.518218994140625
8,21.0,0.013671875,0.81634521484375,0.80267333984375
8,22.0,-0.05133056640625,0.5625,0.61383056640625
8,23.0,-0.013946533203125,0.5535888671875,0.567535400390625
8,24.0,0.01910400390625,0.61712646484375,0.5980224609375
8,25.0,0.008941650390625,0.53192138671875,0.522979736328125
8,26.0,-0.002685546875,0.865478515625,0.8681640625
8,27.0,0.0009765625,0.68994140625,0.68896484375
8,28.0,-0.0008544921875,0.94970703125,0.9505615234375
8,29.0,-0.014404296875,0.8094482421875,0.8238525390625
8,30.0,-0.018035888671875,0.46820068359375,0.486236572265625
8,31.0,-0.0277099609375,0.56475830078125,0.59246826171875
9,0.0,-0.049163818359375,0.416534423828125,0.4656982421875
9,1.0,-0.00164794921875,0.61358642578125,0.615234375
9,2.0,0.02227783203125,0.68414306640625,0.661865234375
9,3.0,0.053375244140625,0.379364013671875,0.32598876953125
9,4.0,-0.00214385986328125,0.045307159423828125,0.047451019287109375
9,5.0,-0.01275634765625,0.298614501953125,0.311370849609375
9,6.0,-0.0074920654296875,0.2817535400390625,0.28924560546875
9,7.0,-0.01385498046875,0.75482177734375,0.7686767578125
9,8.0,0.05364990234375,0.721435546875,0.66778564453125
9,9.0,-0.0107421875,0.68450927734375,0.69525146484375
9,10.0,0.0009765625,0.80914306640625,0.80816650390625
9,11.0,0.00030517578125,0.94696044921875,0.9466552734375
9,12.0,-0.02716064453125,0.6158447265625,0.64300537109375
9,13.0,-0.0029296875,0.81231689453125,0.81524658203125
9,14.0,0.0023193359375,0.84027099609375,0.83795166015625
9,15.0,-0.003570556640625,0.425506591796875,0.4290771484375
9,16.0,0.00347900390625,0.81268310546875,0.8092041015625
9,17.0,-0.009521484375,0.76385498046875,0.77337646484375
9,18.0,-0.01373291015625,0.57427978515625,0.5880126953125
9,19.0,0.0025634765625,0.458465576171875,0.455902099609375
9,20.0,-0.0146484375,0.6319580078125,0.6466064453125
9,21.0,0.00506591796875,0.8614501953125,0.85638427734375
9,22.0,-0.027618408203125,0.160003662109375,0.1876220703125
9,23.0,0.0142822265625,0.7860107421875,0.771728515625
9,24.0,-0.0064697265625,0.947021484375,0.9534912109375
9,25.0,0.00250244140625,0.62506103515625,0.62255859375
9,26.0,-0.016632080078125,0.45770263671875,0.474334716796875
9,27.0,-6.103515625e-05,0.97393798828125,0.9739990234375
9,28.0,-0.0003662109375,0.504425048828125,0.504791259765625
9,29.0,-0.0001220703125,0.62579345703125,0.62591552734375
9,30.0,-0.005157470703125,0.511444091796875,0.5166015625
9,31.0,-0.01751708984375,0.6427001953125,0.66021728515625
10,0.0,-0.0474853515625,0.474822998046875,0.522308349609375
10,1.0,-0.01220703125,0.63116455078125,0.64337158203125
10,2.0,-0.01287841796875,0.71746826171875,0.7303466796875
10,3.0,-0.013763427734375,0.277618408203125,0.2913818359375
10,4.0,-0.0208740234375,0.68426513671875,0.70513916015625
10,5.0,-0.02313232421875,0.71209716796875,0.7352294921875
10,6.0,-0.00042724609375,0.87640380859375,0.8768310546875
10,7.0,-0.0533447265625,0.4774169921875,0.53076171875
10,8.0,0.0001220703125,0.99957275390625,0.99945068359375
10,9.0,-0.03375244140625,0.74853515625,0.78228759765625
10,10.0,0.00689697265625,0.7755126953125,0.76861572265625
10,11.0,-0.016357421875,0.7896728515625,0.8060302734375
10,12.0,-0.0214080810546875,0.242919921875,0.2643280029296875
10,13.0,0.00274658203125,0.84918212890625,0.846435546875
10,14.0,-0.0352783203125,0.54241943359375,0.57769775390625
10,15.0,-0.002655029296875,0.503814697265625,0.5064697265625
10,16.0,0.0078125,0.62493896484375,0.61712646484375
10,17.0,0.002685546875,0.91839599609375,0.91571044921875
10,18.0,-0.00921630859375,0.8812255859375,0.89044189453125
10,19.0,-0.002960205078125,0.43646240234375,0.439422607421875
10,20.0,-0.00921630859375,0.85113525390625,0.8603515625
10,21.0,-0.04547119140625,0.425567626953125,0.471038818359375
10,22.0,-0.047607421875,0.400787353515625,0.448394775390625
10,23.0,-0.00494384765625,0.69091796875,0.69586181640625
10,24.0,0.0101318359375,0.766357421875,0.7562255859375
10,25.0,-0.0142822265625,0.7657470703125,0.780029296875
10,26.0,-0.010986328125,0.7071533203125,0.7181396484375
10,27.0,0.02923583984375,0.71929931640625,0.6900634765625
10,28.0,0.0206298828125,0.6697998046875,0.649169921875
10,29.0,0.01025390625,0.507354736328125,0.497100830078125
10,30.0,-0.035919189453125,0.363739013671875,0.399658203125
10,31.0,-0.02618408203125,0.4476318359375,0.47381591796875
11,0.0,0.03753662109375,0.644775390625,0.60723876953125
11,1.0,-0.02099609375,0.512451171875,0.533447265625
11,2.0,0.1156768798828125,0.308441162109375,0.1927642822265625
11,3.0,0.039825439453125,0.45501708984375,0.415191650390625
11,4.0,0.00250244140625,0.847900390625,0.84539794921875
11,5.0,0.018951416015625,0.42059326171875,0.401641845703125
11,6.0,0.02264404296875,0.79119873046875,0.7685546875
11,7.0,-0.00439453125,0.08483123779296875,0.08922576904296875
11,8.0,-0.00152587890625,0.93902587890625,0.9405517578125
11,9.0,0.020660400390625,0.543975830078125,0.5233154296875
11,10.0,0.023193359375,0.36895751953125,0.34576416015625
11,11.0,-0.0069580078125,0.81573486328125,0.82269287109375
11,12.0,0.04931640625,0.64208984375,0.5927734375
11,13.0,-0.010650634765625,0.2340087890625,0.244659423828125
11,14.0,-0.002197265625,0.3428955078125,0.3450927734375
11,15.0,-0.003509521484375,0.4853515625,0.488861083984375
11,16.0,0.0,0.6922607421875,0.6922607421875
11,17.0,-0.012939453125,0.58404541015625,0.59698486328125
11,18.0,-0.022369384765625,0.572174072265625,0.59454345703125
11,19.0,-0.02032470703125,0.7315673828125,0.75189208984375
11,20.0,0.02001953125,0.486968994140625,0.466949462890625
11,21.0,-0.01068115234375,0.76007080078125,0.770751953125
11,22.0,0.02130126953125,0.5386962890625,0.51739501953125
11,23.0,-0.0132904052734375,0.178558349609375,0.1918487548828125
