sample_id,task,layer,clean_dla,corrupt_dla,delta_dla
0,gsm8k,0,2.1285400390625,2.1285400390625,0.0
0,gsm8k,1,1.2313529253005981,1.2342376708984375,-0.0028847455978393555
0,gsm8k,2,2.2925212383270264,2.3359766006469727,-0.04345536231994629
0,gsm8k,3,2.4101386070251465,2.5007858276367188,-0.09064722061157227
0,gsm8k,4,0.5986929535865784,0.7930130958557129,-0.19432014226913452
0,gsm8k,5,0.08098870515823364,0.08593076467514038,-0.004942059516906738
0,gsm8k,6,-0.11652779579162598,-0.19954752922058105,0.08301973342895508
0,gsm8k,7,2.2802085876464844,2.256653070449829,0.023555517196655273
0,gsm8k,8,4.490150451660156,4.743853569030762,-0.25370311737060547
0,gsm8k,9,2.7032995223999023,3.2788522243499756,-0.5755527019500732
0,gsm8k,10,2.6732594966888428,2.9812896251678467,-0.3080301284790039
0,gsm8k,11,1.2981908321380615,1.749326467514038,-0.45113563537597656
0,gsm8k,12,2.9399213790893555,3.397648334503174,-0.45772695541381836
0,gsm8k,13,3.826103687286377,4.11378812789917,-0.28768444061279297
0,gsm8k,14,5.366816997528076,5.811409950256348,-0.4445929527282715
0,gsm8k,15,5.60538387298584,6.0971784591674805,-0.4917945861816406
0,gsm8k,16,6.814861297607422,7.072239875793457,-0.25737857818603516
0,gsm8k,17,6.50804328918457,6.504218101501465,0.0038251876831054688
0,gsm8k,18,8.578705787658691,8.393416404724121,0.1852893829345703
0,gsm8k,19,11.020207405090332,10.79214096069336,0.22806644439697266
0,gsm8k,20,12.513328552246094,12.0850191116333,0.42830944061279297
0,gsm8k,21,11.947229385375977,11.791385650634766,0.15584373474121094
0,gsm8k,22,13.393647193908691,12.930091857910156,0.46355533599853516
0,gsm8k,23,13.211297035217285,12.835004806518555,0.37629222869873047
0,gsm8k,24,13.33338737487793,12.991968154907227,0.3414192199707031
0,gsm8k,25,13.921092987060547,13.506315231323242,0.4147777557373047
0,gsm8k,26,15.952116012573242,15.352889060974121,0.5992269515991211
0,gsm8k,27,13.69611930847168,13.078709602355957,0.6174097061157227
0,gsm8k,28,13.732583045959473,13.166690826416016,0.565892219543457
0,gsm8k,29,12.911595344543457,12.652433395385742,0.25916194915771484
0,gsm8k,30,14.473052978515625,14.202457427978516,0.2705955505371094
0,gsm8k,31,16.695646286010742,16.227581024169922,0.4680652618408203
0,gsm8k,32,43.414005279541016,42.62055587768555,0.7934494018554688
1,gsm8k,0,2.1285400390625,2.1285400390625,0.0
1,gsm8k,1,1.152401089668274,1.1555707454681396,-0.0031696557998657227
1,gsm8k,2,2.01003098487854,2.0121402740478516,-0.0021092891693115234
1,gsm8k,3,2.1403346061706543,2.2080633640289307,-0.06772875785827637
1,gsm8k,4,0.7408108711242676,0.9495556950569153,-0.2087448239326477
1,gsm8k,5,0.39922893047332764,0.580664873123169,-0.1814359426498413
1,gsm8k,6,0.9837610125541687,0.9418852925300598,0.04187572002410889
1,gsm8k,7,3.1656928062438965,3.1735806465148926,-0.007887840270996094
1,gsm8k,8,5.138942241668701,5.4144606590271,-0.27551841735839844
1,gsm8k,9,2.9168968200683594,3.6073403358459473,-0.6904435157775879
1,gsm8k,10,3.418030023574829,3.8677430152893066,-0.44971299171447754
1,gsm8k,11,1.7711942195892334,2.2928786277770996,-0.5216844081878662
1,gsm8k,12,3.0343503952026367,3.6318869590759277,-0.597536563873291
1,gsm8k,13,3.5196878910064697,3.9224905967712402,-0.4028027057647705
1,gsm8k,14,5.035877227783203,5.683901786804199,-0.6480245590209961
1,gsm8k,15,5.016684532165527,5.618917942047119,-0.6022334098815918
1,gsm8k,16,6.515570640563965,6.853160858154297,-0.33759021759033203
1,gsm8k,17,6.479317665100098,6.368246555328369,0.11107110977172852
1,gsm8k,18,7.758445739746094,7.801774024963379,-0.043328285217285156
1,gsm8k,19,9.878433227539062,9.898673057556152,-0.020239830017089844
1,gsm8k,20,11.886953353881836,11.813344955444336,0.0736083984375
1,gsm8k,21,11.192782402038574,11.192187309265137,0.0005950927734375
1,gsm8k,22,12.757411003112793,12.52640151977539,0.23100948333740234
1,gsm8k,23,12.85886001586914,12.53836441040039,0.32049560546875
1,gsm8k,24,12.336431503295898,12.010019302368164,0.3264122009277344
1,gsm8k,25,13.068408012390137,12.610764503479004,0.4576435089111328
1,gsm8k,26,14.346531867980957,14.076290130615234,0.27024173736572266
1,gsm8k,27,11.884047508239746,11.341906547546387,0.5421409606933594
1,gsm8k,28,12.038130760192871,11.422972679138184,0.6151580810546875
1,gsm8k,29,11.053951263427734,10.860268592834473,0.19368267059326172
1,gsm8k,30,11.594659805297852,11.363834381103516,0.23082542419433594
1,gsm8k,31,13.773056983947754,13.52187728881836,0.25117969512939453
1,gsm8k,32,40.962711334228516,40.772830963134766,0.18988037109375
2,gsm8k,0,2.1285400390625,2.1285400390625,0.0
2,gsm8k,1,1.2023780345916748,1.2089180946350098,-0.006540060043334961
2,gsm8k,2,2.0167460441589355,2.071908712387085,-0.055162668228149414
2,gsm8k,3,2.3819169998168945,2.477513551712036,-0.0955965518951416
2,gsm8k,4,0.9723511338233948,1.244433045387268,-0.2720819115638733
2,gsm8k,5,0.4926610589027405,0.727243959903717,-0.23458290100097656
2,gsm8k,6,0.9367250204086304,0.916065514087677,0.02065950632095337
2,gsm8k,7,2.8858237266540527,2.9781179428100586,-0.09229421615600586
2,gsm8k,8,4.7031402587890625,5.020210266113281,-0.31707000732421875
2,gsm8k,9,3.2316150665283203,3.884345054626465,-0.6527299880981445
2,gsm8k,10,3.567138910293579,3.947404384613037,-0.380265474319458
2,gsm8k,11,1.6710014343261719,2.067688465118408,-0.39668703079223633
2,gsm8k,12,3.101011276245117,3.5014820098876953,-0.4004707336425781
2,gsm8k,13,3.8428783416748047,3.9773802757263184,-0.13450193405151367
2,gsm8k,14,5.5720086097717285,5.932704448699951,-0.36069583892822266
2,gsm8k,15,5.673670291900635,6.039686679840088,-0.3660163879394531
2,gsm8k,16,7.286299705505371,7.340160369873047,-0.05386066436767578
2,gsm8k,17,7.179065227508545,6.927079200744629,0.251986026763916
2,gsm8k,18,9.001115798950195,8.871381759643555,0.12973403930664062
2,gsm8k,19,10.910759925842285,10.825826644897461,0.08493328094482422
2,gsm8k,20,13.362943649291992,13.183731079101562,0.1792125701904297
2,gsm8k,21,12.612975120544434,12.420154571533203,0.19282054901123047
2,gsm8k,22,13.67489242553711,13.327392578125,0.3474998474121094
2,gsm8k,23,13.94871711730957,13.510202407836914,0.43851470947265625
2,gsm8k,24,13.456342697143555,13.00776481628418,0.448577880859375
2,gsm8k,25,13.956785202026367,13.282275199890137,0.6745100021362305
2,gsm8k,26,14.82879638671875,14.179549217224121,0.6492471694946289
2,gsm8k,27,12.941049575805664,11.96783447265625,0.9732151031494141
2,gsm8k,28,13.24854850769043,12.476633071899414,0.7719154357910156
2,gsm8k,29,13.0426025390625,12.120002746582031,0.9225997924804688
2,gsm8k,30,13.327786445617676,12.628722190856934,0.6990642547607422
2,gsm8k,31,15.11661148071289,14.180487632751465,0.9361238479614258
2,gsm8k,32,40.913246154785156,39.301265716552734,1.6119804382324219
3,gsm8k,0,2.1285400390625,2.1285400390625,0.0
3,gsm8k,1,1.1574333906173706,1.159178614616394,-0.0017452239990234375
3,gsm8k,2,2.044074058532715,2.0401065349578857,0.0039675235748291016
3,gsm8k,3,2.192945957183838,2.2342052459716797,-0.0412592887878418
3,gsm8k,4,0.5095975399017334,0.7359112501144409,-0.22631371021270752
3,gsm8k,5,0.27718549966812134,0.41466784477233887,-0.13748234510421753
3,gsm8k,6,0.4656040072441101,0.4266963601112366,0.038907647132873535
3,gsm8k,7,2.628274917602539,2.7069499492645264,-0.0786750316619873
3,gsm8k,8,4.46840763092041,4.814428329467773,-0.3460206985473633
3,gsm8k,9,2.4699692726135254,3.1969149112701416,-0.7269456386566162
3,gsm8k,10,2.8728766441345215,3.374502182006836,-0.5016255378723145
3,gsm8k,11,1.2962074279785156,1.7331880331039429,-0.43698060512542725
3,gsm8k,12,3.1858179569244385,3.6998400688171387,-0.5140221118927002
3,gsm8k,13,3.8035125732421875,4.020998954772949,-0.21748638153076172
3,gsm8k,14,5.421706199645996,5.908877372741699,-0.4871711730957031
3,gsm8k,15,5.542891502380371,6.001072406768799,-0.45818090438842773
3,gsm8k,16,6.977939605712891,7.134375095367432,-0.15643548965454102
3,gsm8k,17,6.736999988555908,6.58917236328125,0.1478276252746582
3,gsm8k,18,8.314391136169434,8.283294677734375,0.031096458435058594
3,gsm8k,19,10.407968521118164,10.38001537322998,0.027953147888183594
3,gsm8k,20,12.425714492797852,12.244227409362793,0.1814870834350586
3,gsm8k,21,11.743111610412598,11.622958183288574,0.12015342712402344
3,gsm8k,22,13.662588119506836,13.2052640914917,0.4573240280151367
3,gsm8k,23,13.675214767456055,13.175050735473633,0.5001640319824219
3,gsm8k,24,13.02034854888916,12.653178215026855,0.3671703338623047
3,gsm8k,25,13.629539489746094,13.111162185668945,0.5183773040771484
3,gsm8k,26,14.965047836303711,14.407447814941406,0.5576000213623047
3,gsm8k,27,13.278881072998047,12.480447769165039,0.7984333038330078
3,gsm8k,28,13.355743408203125,12.514363288879395,0.8413801193237305
3,gsm8k,29,11.7832670211792,11.361845016479492,0.42142200469970703
3,gsm8k,30,13.087713241577148,12.609737396240234,0.47797584533691406
3,gsm8k,31,14.259167671203613,13.69759750366211,0.5615701675415039
3,gsm8k,32,41.65665817260742,40.853057861328125,0.8036003112792969
4,gsm8k,0,2.1285400390625,2.1285400390625,0.0
4,gsm8k,1,1.1386066675186157,1.1421611309051514,-0.0035544633865356445
4,gsm8k,2,2.216705322265625,2.246361494064331,-0.029656171798706055
4,gsm8k,3,2.1255297660827637,2.1877622604370117,-0.06223249435424805
4,gsm8k,4,0.28646141290664673,0.5237431526184082,-0.23728173971176147
4,gsm8k,5,0.0024834275245666504,-0.0010548233985900879,0.0035382509231567383
4,gsm8k,6,0.42490530014038086,0.37735939025878906,0.0475459098815918
4,gsm8k,7,2.523186683654785,2.510140895843506,0.013045787811279297
4,gsm8k,8,4.03659200668335,4.306758880615234,-0.27016687393188477
4,gsm8k,9,2.099392890930176,2.6884288787841797,-0.5890359878540039
4,gsm8k,10,2.3936705589294434,2.8117318153381348,-0.4180612564086914
4,gsm8k,11,0.7890756130218506,1.2333221435546875,-0.4442465305328369
4,gsm8k,12,2.4307661056518555,2.9435789585113525,-0.5128128528594971
4,gsm8k,13,3.803853988647461,3.989591598510742,-0.18573760986328125
4,gsm8k,14,5.383111000061035,5.709388732910156,-0.3262777328491211
4,gsm8k,15,5.477362632751465,5.881803512573242,-0.40444087982177734
4,gsm8k,16,7.347994804382324,7.418417453765869,-0.07042264938354492
4,gsm8k,17,6.909121990203857,6.747664451599121,0.16145753860473633
4,gsm8k,18,8.362648963928223,8.132789611816406,0.2298593521118164
4,gsm8k,19,10.81659984588623,10.508721351623535,0.3078784942626953
4,gsm8k,20,12.297439575195312,11.892485618591309,0.4049539566040039
4,gsm8k,21,11.748272895812988,11.434972763061523,0.31330013275146484
4,gsm8k,22,13.445058822631836,12.95287799835205,0.49218082427978516
4,gsm8k,23,13.488776206970215,13.050606727600098,0.4381694793701172
4,gsm8k,24,12.959315299987793,12.684046745300293,0.2752685546875
4,gsm8k,25,13.168915748596191,12.742761611938477,0.42615413665771484
4,gsm8k,26,14.907515525817871,14.465285301208496,0.442230224609375
4,gsm8k,27,12.853660583496094,12.257387161254883,0.5962734222412109
4,gsm8k,28,13.298202514648438,12.411731719970703,0.8864707946777344
4,gsm8k,29,12.050621032714844,11.326374053955078,0.7242469787597656
4,gsm8k,30,13.282318115234375,12.47073745727539,0.8115806579589844
4,gsm8k,31,15.342506408691406,14.332121849060059,1.0103845596313477
4,gsm8k,32,41.5346794128418,40.425941467285156,1.1087379455566406
5,gsm8k,0,2.1285400390625,2.1285400390625,0.0
5,gsm8k,1,1.1487267017364502,1.1493196487426758,-0.0005929470062255859
5,gsm8k,2,1.7985363006591797,1.818429946899414,-0.019893646240234375
5,gsm8k,3,2.0908594131469727,2.1402688026428223,-0.04940938949584961
5,gsm8k,4,0.7309795618057251,0.9952616095542908,-0.2642820477485657
5,gsm8k,5,0.5372592806816101,0.7472730875015259,-0.21001380681991577
5,gsm8k,6,0.8404726982116699,0.8128947615623474,0.02757793664932251
5,gsm8k,7,3.284536600112915,3.2868008613586426,-0.002264261245727539
5,gsm8k,8,5.253176689147949,5.466284275054932,-0.21310758590698242
5,gsm8k,9,3.52777099609375,4.136838912963867,-0.6090679168701172
5,gsm8k,10,4.025691509246826,4.403374671936035,-0.377683162689209
5,gsm8k,11,2.0455679893493652,2.4179699420928955,-0.3724019527435303
5,gsm8k,12,3.4401679039001465,3.7982442378997803,-0.3580763339996338
5,gsm8k,13,4.260530948638916,4.419557571411133,-0.1590266227722168
5,gsm8k,14,5.452380657196045,5.912605285644531,-0.46022462844848633
5,gsm8k,15,5.945555686950684,6.410388946533203,-0.46483325958251953
5,gsm8k,16,7.4954376220703125,7.7674479484558105,-0.27201032638549805
5,gsm8k,17,7.6211419105529785,7.474488258361816,0.1466536521911621
5,gsm8k,18,9.440777778625488,9.432412147521973,0.008365631103515625
5,gsm8k,19,11.400040626525879,11.423617362976074,-0.023576736450195312
5,gsm8k,20,13.375754356384277,13.17370319366455,0.20205116271972656
5,gsm8k,21,12.48389720916748,12.255186080932617,0.22871112823486328
5,gsm8k,22,14.077302932739258,13.698689460754395,0.3786134719848633
5,gsm8k,23,14.29983901977539,13.857917785644531,0.4419212341308594
5,gsm8k,24,13.878376960754395,13.405197143554688,0.47317981719970703
5,gsm8k,25,14.92483901977539,14.246577262878418,0.6782617568969727
5,gsm8k,26,16.475629806518555,15.757213592529297,0.7184162139892578
5,gsm8k,27,14.049274444580078,13.134480476379395,0.9147939682006836
5,gsm8k,28,14.163000106811523,13.244958877563477,0.9180412292480469
5,gsm8k,29,12.579122543334961,11.935281753540039,0.6438407897949219
5,gsm8k,30,12.986614227294922,12.581905364990234,0.4047088623046875
5,gsm8k,31,14.844799041748047,14.62978744506836,0.2150115966796875
5,gsm8k,32,40.017372131347656,39.480247497558594,0.5371246337890625
6,gsm8k,0,2.1285400390625,2.1285400390625,0.0
6,gsm8k,1,1.0809780359268188,1.0771691799163818,0.0038088560104370117
6,gsm8k,2,1.7931301593780518,1.8154315948486328,-0.022301435470581055
6,gsm8k,3,2.1073954105377197,2.184373378753662,-0.07697796821594238
6,gsm8k,4,0.6497126817703247,0.9328824281692505,-0.2831697463989258
6,gsm8k,5,0.17455950379371643,0.34925776720046997,-0.17469826340675354
6,gsm8k,6,0.6615708470344543,0.6111043691635132,0.05046647787094116
6,gsm8k,7,2.6484336853027344,2.695720672607422,-0.0472869873046875
6,gsm8k,8,4.725801944732666,4.9939866065979,-0.2681846618652344
6,gsm8k,9,3.1934256553649902,3.8363561630249023,-0.6429305076599121
6,gsm8k,10,3.002717971801758,3.440376043319702,-0.43765807151794434
6,gsm8k,11,1.6393725872039795,1.9946234226226807,-0.35525083541870117
6,gsm8k,12,3.3773436546325684,3.790173053741455,-0.4128293991088867
6,gsm8k,13,3.895512580871582,4.05251932144165,-0.15700674057006836
6,gsm8k,14,5.5193939208984375,5.919486045837402,-0.40009212493896484
6,gsm8k,15,5.578348159790039,6.047013282775879,-0.46866512298583984
6,gsm8k,16,6.780725479125977,6.990421295166016,-0.20969581604003906
6,gsm8k,17,6.932992458343506,6.798640251159668,0.1343522071838379
6,gsm8k,18,8.40307903289795,8.310053825378418,0.09302520751953125
6,gsm8k,19,10.759950637817383,10.694048881530762,0.0659017562866211
6,gsm8k,20,12.629743576049805,12.359709739685059,0.2700338363647461
6,gsm8k,21,11.468771934509277,11.40501594543457,0.06375598907470703
6,gsm8k,22,12.814203262329102,12.472840309143066,0.34136295318603516
6,gsm8k,23,12.899399757385254,12.598501205444336,0.30089855194091797
6,gsm8k,24,12.570890426635742,12.361715316772461,0.20917510986328125
6,gsm8k,25,13.240205764770508,12.916055679321289,0.32415008544921875
6,gsm8k,26,14.417925834655762,14.200214385986328,0.2177114486694336
6,gsm8k,27,11.888936996459961,11.454151153564453,0.4347858428955078
6,gsm8k,28,12.399750709533691,11.960298538208008,0.4394521713256836
6,gsm8k,29,11.46180534362793,11.505969047546387,-0.04416370391845703
6,gsm8k,30,12.006162643432617,12.00339126586914,0.0027713775634765625
6,gsm8k,31,13.007713317871094,12.809082984924316,0.19863033294677734
6,gsm8k,32,37.787750244140625,37.33102035522461,0.4567298889160156
7,gsm8k,0,2.1285400390625,2.1285400390625,0.0
7,gsm8k,1,1.1861145496368408,1.1905750036239624,-0.004460453987121582
7,gsm8k,2,2.0210494995117188,2.0581374168395996,-0.03708791732788086
7,gsm8k,3,2.147379159927368,2.25005841255188,-0.10267925262451172
7,gsm8k,4,0.2322893738746643,0.43760567903518677,-0.20531630516052246
7,gsm8k,5,0.19223028421401978,0.24093830585479736,-0.04870802164077759
7,gsm8k,6,0.061747610569000244,0.001974821090698242,0.059772789478302
7,gsm8k,7,2.521533489227295,2.621208667755127,-0.09967517852783203
7,gsm8k,8,4.679166793823242,5.000052452087402,-0.32088565826416016
7,gsm8k,9,3.0442183017730713,3.846709728240967,-0.8024914264678955
7,gsm8k,10,3.5278453826904297,4.005679130554199,-0.47783374786376953
7,gsm8k,11,1.7641029357910156,2.2275428771972656,-0.46343994140625
7,gsm8k,12,2.6558027267456055,3.2503535747528076,-0.5945508480072021
7,gsm8k,13,3.8175039291381836,4.194242477416992,-0.3767385482788086
7,gsm8k,14,5.4709367752075195,6.14861536026001,-0.6776785850524902
7,gsm8k,15,5.446652412414551,6.182323455810547,-0.7356710433959961
7,gsm8k,16,7.1269426345825195,7.560496807098389,-0.43355417251586914
7,gsm8k,17,7.241102695465088,7.322104454040527,-0.08100175857543945
7,gsm8k,18,9.012121200561523,9.071770668029785,-0.05964946746826172
7,gsm8k,19,11.075077056884766,11.190530776977539,-0.11545372009277344
7,gsm8k,20,13.333124160766602,13.246296882629395,0.08682727813720703
7,gsm8k,21,12.532790184020996,12.49980640411377,0.03298377990722656
7,gsm8k,22,13.936864852905273,13.557443618774414,0.3794212341308594
7,gsm8k,23,13.95460319519043,13.462231636047363,0.4923715591430664
7,gsm8k,24,13.949840545654297,13.400703430175781,0.5491371154785156
7,gsm8k,25,14.310365676879883,13.678366661071777,0.6319990158081055
7,gsm8k,26,16.078201293945312,15.216991424560547,0.8612098693847656
7,gsm8k,27,14.576436042785645,13.645763397216797,0.9306726455688477
7,gsm8k,28,14.817211151123047,13.627066612243652,1.1901445388793945
7,gsm8k,29,14.97589111328125,14.24405574798584,0.7318353652954102
7,gsm8k,30,16.176944732666016,15.40111255645752,0.7758321762084961
7,gsm8k,31,18.027076721191406,16.918869018554688,1.1082077026367188
7,gsm8k,32,44.29381561279297,42.78791809082031,1.5058975219726562
