sample_id,task,layer,clean_dla,corrupt_dla,delta_dla
0,strategyqa,0,2.4743459224700928,2.4743459224700928,0.0
0,strategyqa,1,0.9407310485839844,0.8836981654167175,0.057032883167266846
0,strategyqa,2,1.6164426803588867,1.5938652753829956,0.022577404975891113
0,strategyqa,3,2.7266504764556885,2.586249828338623,0.14040064811706543
0,strategyqa,4,2.5572409629821777,2.5807409286499023,-0.02349996566772461
0,strategyqa,5,2.2470366954803467,2.5786001682281494,-0.33156347274780273
0,strategyqa,6,1.445452332496643,1.4657469987869263,-0.020294666290283203
0,strategyqa,7,0.8458874225616455,0.9121288061141968,-0.06624138355255127
0,strategyqa,8,3.0161588191986084,3.427835702896118,-0.41167688369750977
0,strategyqa,9,4.935615539550781,5.875114440917969,-0.9394989013671875
0,strategyqa,10,2.076566696166992,3.0772485733032227,-1.0006818771362305
0,strategyqa,11,3.8171727657318115,4.434967994689941,-0.6177952289581299
0,strategyqa,12,1.758101463317871,2.841851234436035,-1.083749771118164
0,strategyqa,13,4.8835039138793945,5.974716663360596,-1.0912127494812012
0,strategyqa,14,4.541393280029297,5.613194942474365,-1.0718016624450684
0,strategyqa,15,4.1512603759765625,5.243452548980713,-1.0921921730041504
0,strategyqa,16,4.685776710510254,5.881977558135986,-1.1962008476257324
0,strategyqa,17,4.2109503746032715,4.645516395568848,-0.43456602096557617
0,strategyqa,18,6.579324245452881,8.438604354858398,-1.8592801094055176
0,strategyqa,19,9.193477630615234,11.197610855102539,-2.0041332244873047
0,strategyqa,20,11.292073249816895,12.84536361694336,-1.5532903671264648
0,strategyqa,21,12.403675079345703,12.951425552368164,-0.5477504730224609
0,strategyqa,22,12.047658920288086,12.515243530273438,-0.46758460998535156
0,strategyqa,23,14.534772872924805,15.132485389709473,-0.597712516784668
0,strategyqa,24,13.75969123840332,14.437103271484375,-0.6774120330810547
0,strategyqa,25,14.002497673034668,14.446939468383789,-0.4444417953491211
0,strategyqa,26,14.4275541305542,15.240530967712402,-0.8129768371582031
0,strategyqa,27,13.675359725952148,14.454641342163086,-0.7792816162109375
0,strategyqa,28,12.800000190734863,13.388136863708496,-0.5881366729736328
0,strategyqa,29,15.20883560180664,15.72218132019043,-0.5133457183837891
0,strategyqa,30,15.48141860961914,15.756423950195312,-0.2750053405761719
0,strategyqa,31,21.10409927368164,20.414199829101562,0.6898994445800781
0,strategyqa,32,50.212188720703125,49.562625885009766,0.6495628356933594
1,strategyqa,0,2.4743459224700928,2.4743459224700928,0.0
1,strategyqa,1,0.9942575693130493,0.9708130359649658,0.023444533348083496
1,strategyqa,2,1.7007997035980225,1.7435152530670166,-0.04271554946899414
1,strategyqa,3,2.8812222480773926,2.8184738159179688,0.06274843215942383
1,strategyqa,4,2.987077236175537,3.148542881011963,-0.16146564483642578
1,strategyqa,5,2.6173739433288574,2.9723901748657227,-0.35501623153686523
1,strategyqa,6,1.7869083881378174,1.8299800157546997,-0.043071627616882324
1,strategyqa,7,1.0193365812301636,0.9670047760009766,0.05233180522918701
1,strategyqa,8,3.668811321258545,4.119660377502441,-0.4508490562438965
1,strategyqa,9,5.41240119934082,6.160284996032715,-0.7478837966918945
1,strategyqa,10,2.4863734245300293,3.199312925338745,-0.7129395008087158
1,strategyqa,11,3.5672049522399902,4.028619289398193,-0.4614143371582031
1,strategyqa,12,3.696812629699707,4.320359706878662,-0.6235470771789551
1,strategyqa,13,5.777065753936768,6.568474292755127,-0.7914085388183594
1,strategyqa,14,6.189813613891602,7.163779258728027,-0.9739656448364258
1,strategyqa,15,6.446616172790527,7.1862993240356445,-0.7396831512451172
1,strategyqa,16,6.479762554168701,7.343105316162109,-0.8633427619934082
1,strategyqa,17,5.87901496887207,6.1388444900512695,-0.2598295211791992
1,strategyqa,18,8.816675186157227,10.119400024414062,-1.302724838256836
1,strategyqa,19,11.462113380432129,12.91678237915039,-1.4546689987182617
1,strategyqa,20,12.01619815826416,12.642915725708008,-0.6267175674438477
1,strategyqa,21,12.744674682617188,12.373281478881836,0.37139320373535156
1,strategyqa,22,12.737813949584961,12.201324462890625,0.5364894866943359
1,strategyqa,23,14.715612411499023,14.918466567993164,-0.20285415649414062
1,strategyqa,24,14.297538757324219,14.172837257385254,0.12470149993896484
1,strategyqa,25,14.676776885986328,14.416522026062012,0.2602548599243164
1,strategyqa,26,15.143126487731934,15.120935440063477,0.02219104766845703
1,strategyqa,27,14.280367851257324,14.034575462341309,0.24579238891601562
1,strategyqa,28,13.589157104492188,13.16577434539795,0.4233827590942383
1,strategyqa,29,14.914841651916504,14.769879341125488,0.14496231079101562
1,strategyqa,30,15.601694107055664,15.704682350158691,-0.10298824310302734
1,strategyqa,31,20.4188289642334,19.853151321411133,0.5656776428222656
1,strategyqa,32,49.9461555480957,49.75031661987305,0.19583892822265625
2,strategyqa,0,2.4743459224700928,2.4743459224700928,0.0
2,strategyqa,1,1.0141375064849854,0.9946449995040894,0.019492506980895996
2,strategyqa,2,1.8000946044921875,1.8122122287750244,-0.012117624282836914
2,strategyqa,3,2.9853286743164062,2.9112257957458496,0.07410287857055664
2,strategyqa,4,2.703141212463379,2.8477821350097656,-0.14464092254638672
2,strategyqa,5,2.627373218536377,2.8417320251464844,-0.21435880661010742
2,strategyqa,6,1.9414770603179932,1.9550466537475586,-0.01356959342956543
2,strategyqa,7,1.3324432373046875,1.32944917678833,0.002994060516357422
2,strategyqa,8,3.8528106212615967,3.986013412475586,-0.13320279121398926
2,strategyqa,9,5.642195701599121,6.224014759063721,-0.5818190574645996
2,strategyqa,10,2.719172477722168,3.19299054145813,-0.4738180637359619
2,strategyqa,11,3.782198429107666,4.34415340423584,-0.5619549751281738
2,strategyqa,12,4.150539875030518,4.802718162536621,-0.6521782875061035
2,strategyqa,13,6.294539928436279,6.925056457519531,-0.630516529083252
2,strategyqa,14,6.643891334533691,7.715427398681641,-1.0715360641479492
2,strategyqa,15,6.434242248535156,7.5766472816467285,-1.1424050331115723
2,strategyqa,16,6.788110733032227,8.044638633728027,-1.2565279006958008
2,strategyqa,17,5.89945125579834,6.522556781768799,-0.623105525970459
2,strategyqa,18,9.319698333740234,10.704126358032227,-1.3844280242919922
2,strategyqa,19,11.094392776489258,12.685504913330078,-1.5911121368408203
2,strategyqa,20,11.821649551391602,12.81662654876709,-0.9949769973754883
2,strategyqa,21,12.381863594055176,12.428805351257324,-0.04694175720214844
2,strategyqa,22,12.579743385314941,12.148897171020508,0.4308462142944336
2,strategyqa,23,14.915225982666016,14.737297058105469,0.17792892456054688
2,strategyqa,24,13.98906135559082,13.878667831420898,0.11039352416992188
2,strategyqa,25,14.122478485107422,13.773235321044922,0.3492431640625
2,strategyqa,26,15.218884468078613,15.07063102722168,0.1482534408569336
2,strategyqa,27,14.204943656921387,14.044410705566406,0.16053295135498047
2,strategyqa,28,13.288960456848145,13.302410125732422,-0.013449668884277344
2,strategyqa,29,15.04570484161377,15.027484893798828,0.018219947814941406
2,strategyqa,30,15.751697540283203,15.599181175231934,0.15251636505126953
2,strategyqa,31,20.827028274536133,20.283721923828125,0.5433063507080078
2,strategyqa,32,50.547119140625,50.154109954833984,0.3930091857910156
3,strategyqa,0,2.4743459224700928,2.4743459224700928,0.0
3,strategyqa,1,1.02150297164917,1.0101841688156128,0.011318802833557129
3,strategyqa,2,1.8745232820510864,1.8858892917633057,-0.011366009712219238
3,strategyqa,3,2.896152973175049,2.8256173133850098,0.07053565979003906
3,strategyqa,4,2.5538501739501953,2.5808513164520264,-0.027001142501831055
3,strategyqa,5,2.5307326316833496,2.785317897796631,-0.25458526611328125
3,strategyqa,6,1.8989572525024414,1.8740992546081543,0.02485799789428711
3,strategyqa,7,1.4916495084762573,1.4786550998687744,0.01299440860748291
3,strategyqa,8,3.485684394836426,3.868748664855957,-0.38306427001953125
3,strategyqa,9,4.673727989196777,5.478965759277344,-0.8052377700805664
3,strategyqa,10,2.0345230102539062,2.6406350135803223,-0.606112003326416
3,strategyqa,11,3.632357120513916,3.99814772605896,-0.36579060554504395
3,strategyqa,12,3.405364990234375,4.105966567993164,-0.7006015777587891
3,strategyqa,13,6.187422752380371,6.7247538566589355,-0.5373311042785645
3,strategyqa,14,6.13649845123291,6.946930408477783,-0.810431957244873
3,strategyqa,15,6.616035461425781,7.368102073669434,-0.7520666122436523
3,strategyqa,16,6.779695510864258,7.554820537567139,-0.7751250267028809
3,strategyqa,17,6.091363430023193,6.414007663726807,-0.3226442337036133
3,strategyqa,18,8.246171951293945,9.521306991577148,-1.2751350402832031
3,strategyqa,19,10.077568054199219,11.614628791809082,-1.5370607376098633
3,strategyqa,20,11.078046798706055,11.853160858154297,-0.7751140594482422
3,strategyqa,21,12.022785186767578,12.237648963928223,-0.21486377716064453
3,strategyqa,22,12.441664695739746,12.35140609741211,0.09025859832763672
3,strategyqa,23,14.61823844909668,14.81783390045166,-0.19959545135498047
3,strategyqa,24,13.889762878417969,14.093504905700684,-0.20374202728271484
3,strategyqa,25,14.032367706298828,14.099050521850586,-0.06668281555175781
3,strategyqa,26,15.054903984069824,15.104938507080078,-0.050034523010253906
3,strategyqa,27,14.313480377197266,14.363645553588867,-0.05016517639160156
3,strategyqa,28,13.601836204528809,13.510702133178711,0.09113407135009766
3,strategyqa,29,14.824590682983398,14.88931655883789,-0.06472587585449219
3,strategyqa,30,15.788275718688965,15.725940704345703,0.06233501434326172
3,strategyqa,31,20.70646858215332,20.229461669921875,0.4770069122314453
3,strategyqa,32,50.330963134765625,50.029457092285156,0.30150604248046875
4,strategyqa,0,2.4743459224700928,2.4743459224700928,0.0
4,strategyqa,1,0.9758639335632324,0.9446361064910889,0.031227827072143555
4,strategyqa,2,1.9342824220657349,1.957714319229126,-0.023431897163391113
4,strategyqa,3,3.118764877319336,3.079289674758911,0.039475202560424805
4,strategyqa,4,2.6594629287719727,2.818251609802246,-0.15878868103027344
4,strategyqa,5,2.371063232421875,2.6420886516571045,-0.2710254192352295
4,strategyqa,6,1.4090080261230469,1.3560547828674316,0.052953243255615234
4,strategyqa,7,1.2919052839279175,1.2288694381713867,0.06303584575653076
4,strategyqa,8,3.6601920127868652,3.7570581436157227,-0.09686613082885742
