sample_id,task,layer,position,clean_mean_logprob,corrupt_mean_logprob,patched_mean_logprob,recovery_mean
0,strategyqa,0,0,-2.5163025856018066,-2.065014362335205,-2.1585195064544678,0.20719606976312474
0,strategyqa,0,1,-2.5163025856018066,-2.065014362335205,-1.853269338607788,-0.46920131637102425
0,strategyqa,0,2,-2.5163025856018066,-2.065014362335205,-2.101210117340088,0.08020540741111695
0,strategyqa,0,3,-2.5163025856018066,-2.065014362335205,-2.3361806869506836,0.6008717193224924
0,strategyqa,0,4,-2.5163025856018066,-2.065014362335205,-1.6890814304351807,-0.8330218269581516
0,strategyqa,0,5,-2.5163025856018066,-2.065014362335205,-2.262928009033203,0.43855266076067273
0,strategyqa,8,0,-2.5163025856018066,-2.065014362335205,-2.0654077529907227,0.0008717060272194167
0,strategyqa,8,1,-2.5163025856018066,-2.065014362335205,-2.160048246383667,0.2105835722155677
0,strategyqa,8,2,-2.5163025856018066,-2.065014362335205,-2.07004976272583,0.011157837148408534
0,strategyqa,8,3,-2.5163025856018066,-2.065014362335205,-2.253783702850342,0.4182899862346282
0,strategyqa,8,4,-2.5163025856018066,-2.065014362335205,-1.917478084564209,-0.3269225152216374
0,strategyqa,8,5,-2.5163025856018066,-2.065014362335205,-2.2779555320739746,0.47185183100045447
0,strategyqa,16,0,-2.5163025856018066,-2.065014362335205,-2.0634591579437256,-0.0034461444942740943
0,strategyqa,16,1,-2.5163025856018066,-2.065014362335205,-2.103635549545288,0.08557987129893703
0,strategyqa,16,2,-2.5163025856018066,-2.065014362335205,-2.1326076984405518,0.14977864282357284
0,strategyqa,16,3,-2.5163025856018066,-2.065014362335205,-2.1476891040802,0.18319721037374945
0,strategyqa,16,4,-2.5163025856018066,-2.065014362335205,-2.0432915687561035,-0.048135078516373025
0,strategyqa,16,5,-2.5163025856018066,-2.065014362335205,-2.0680596828460693,0.006748061264044612
0,strategyqa,23,0,-2.5163025856018066,-2.065014362335205,-2.0738086700439453,0.019487120315160852
