sample_id,mode,layer,clean_prefix_attn,corrupt_prefix_attn,delta_prefix_attn,is_consistency_layer,head,clean_prefix_attn_head,corrupt_prefix_attn_head,delta_prefix_attn_head,is_head_row
0,anchored,0,0.0272216796875,0.027252197265625,-3.0517578125e-05,False,,,,,
0,anchored,1,0.034271240234375,0.0343017578125,-3.0517578125e-05,False,,,,,
0,anchored,2,0.052398681640625,0.052398681640625,0.0,False,,,,,
0,anchored,3,0.264404296875,0.264404296875,0.0,False,,,,,
0,anchored,4,0.302734375,0.302734375,0.0,False,,,,,
0,anchored,5,0.400634765625,0.40087890625,-0.000244140625,False,,,,,
0,anchored,6,0.57470703125,0.57421875,0.00048828125,False,,,,,
0,anchored,7,0.6318359375,0.6318359375,0.0,False,,,,,
0,anchored,8,0.734375,0.73291015625,0.00146484375,False,,,,,
0,anchored,9,0.69384765625,0.69384765625,0.0,False,,,,,
0,anchored,10,0.69921875,0.6982421875,0.0009765625,False,,,,,
0,anchored,11,0.7158203125,0.7158203125,0.0,False,,,,,
0,anchored,12,0.77099609375,0.77001953125,0.0009765625,False,,,,,
0,anchored,13,0.765625,0.76318359375,0.00244140625,False,,,,,
0,anchored,14,0.70849609375,0.70849609375,0.0,True,,,,,
0,anchored,15,0.71044921875,0.7099609375,0.00048828125,True,,,,,
0,anchored,16,0.52587890625,0.52587890625,0.0,True,,,,,
0,anchored,17,0.70703125,0.70703125,0.0,True,,,,,
0,anchored,18,0.70068359375,0.70068359375,0.0,True,,,,,
0,anchored,19,0.6884765625,0.689453125,-0.0009765625,False,,,,,
0,anchored,20,0.75634765625,0.75732421875,-0.0009765625,False,,,,,
0,anchored,21,0.81884765625,0.8193359375,-0.00048828125,False,,,,,
0,anchored,22,0.81298828125,0.81298828125,0.0,False,,,,,
0,anchored,23,0.77880859375,0.77880859375,0.0,False,,,,,
0,anchored,24,0.822265625,0.82177734375,0.00048828125,False,,,,,
0,anchored,25,0.75244140625,0.75244140625,0.0,False,,,,,
0,anchored,26,0.703125,0.70263671875,0.00048828125,False,,,,,
0,anchored,27,0.77001953125,0.76953125,0.00048828125,False,,,,,
0,anchored,28,0.6689453125,0.67041015625,-0.00146484375,False,,,,,
0,anchored,29,0.56640625,0.56689453125,-0.00048828125,False,,,,,
0,anchored,30,0.3408203125,0.34130859375,-0.00048828125,False,,,,,
0,anchored,31,0.236572265625,0.2364501953125,0.0001220703125,False,,,,,
0,anchored,14,,,,True,0.0,0.630859375,0.6318359375,-0.0009765625,True
0,anchored,14,,,,True,1.0,0.78857421875,0.787109375,0.00146484375,True
0,anchored,14,,,,True,2.0,0.78564453125,0.78759765625,-0.001953125,True
0,anchored,14,,,,True,3.0,0.73291015625,0.73193359375,0.0009765625,True
0,anchored,14,,,,True,4.0,0.705078125,0.70654296875,-0.00146484375,True
0,anchored,14,,,,True,5.0,0.5048828125,0.505859375,-0.0009765625,True
0,anchored,14,,,,True,6.0,0.80908203125,0.81005859375,-0.0009765625,True
0,anchored,14,,,,True,7.0,0.51025390625,0.5068359375,0.00341796875,True
0,anchored,14,,,,True,8.0,0.73046875,0.73095703125,-0.00048828125,True
0,anchored,14,,,,True,9.0,0.61669921875,0.61865234375,-0.001953125,True
0,anchored,14,,,,True,10.0,0.63818359375,0.63916015625,-0.0009765625,True
0,anchored,14,,,,True,11.0,0.81201171875,0.81103515625,0.0009765625,True
0,anchored,14,,,,True,12.0,0.8583984375,0.859375,-0.0009765625,True
0,anchored,14,,,,True,13.0,0.61572265625,0.615234375,0.00048828125,True
0,anchored,14,,,,True,14.0,0.6396484375,0.64013671875,-0.00048828125,True
0,anchored,14,,,,True,15.0,0.6513671875,0.6484375,0.0029296875,True
0,anchored,14,,,,True,16.0,0.95263671875,0.95263671875,0.0,True
0,anchored,14,,,,True,17.0,0.95166015625,0.95166015625,0.0,True
0,anchored,14,,,,True,18.0,0.482666015625,0.480224609375,0.00244140625,True
0,anchored,14,,,,True,19.0,0.85107421875,0.85205078125,-0.0009765625,True
0,anchored,14,,,,True,20.0,0.8662109375,0.86572265625,0.00048828125,True
0,anchored,14,,,,True,21.0,0.75634765625,0.751953125,0.00439453125,True
0,anchored,14,,,,True,22.0,0.378662109375,0.380126953125,-0.00146484375,True
0,anchored,14,,,,True,23.0,0.8720703125,0.8720703125,0.0,True
0,anchored,14,,,,True,24.0,0.2447509765625,0.2425537109375,0.002197265625,True
0,anchored,14,,,,True,25.0,0.85107421875,0.8505859375,0.00048828125,True
0,anchored,14,,,,True,26.0,0.76171875,0.76123046875,0.00048828125,True
0,anchored,14,,,,True,27.0,0.355712890625,0.35546875,0.000244140625,True
0,anchored,14,,,,True,28.0,0.84423828125,0.84619140625,-0.001953125,True
0,anchored,14,,,,True,29.0,0.857421875,0.85888671875,-0.00146484375,True
0,anchored,14,,,,True,30.0,0.85888671875,0.8583984375,0.00048828125,True
0,anchored,14,,,,True,31.0,0.75537109375,0.75634765625,-0.0009765625,True
0,anchored,15,,,,True,0.0,0.935546875,0.93408203125,0.00146484375,True
0,anchored,15,,,,True,1.0,0.5732421875,0.57080078125,0.00244140625,True
0,anchored,15,,,,True,2.0,0.52001953125,0.51611328125,0.00390625,True
0,anchored,15,,,,True,3.0,0.86962890625,0.86962890625,0.0,True
0,anchored,15,,,,True,4.0,0.9375,0.9375,0.0,True
0,anchored,15,,,,True,5.0,0.74755859375,0.7470703125,0.00048828125,True
0,anchored,15,,,,True,6.0,0.79833984375,0.798828125,-0.00048828125,True
0,anchored,15,,,,True,7.0,0.67626953125,0.67333984375,0.0029296875,True
0,anchored,15,,,,True,8.0,0.8447265625,0.84375,0.0009765625,True
0,anchored,15,,,,True,9.0,0.354248046875,0.350341796875,0.00390625,True
